,UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
498,AC,4,4,3.0,2.0,0,7,56.166666666666664
499,AC,4,4,3.0,2.0,1,4,46.833333333333336
500,AC,4,4,4.0,1.0,0,391,43.56959235895508
501,AC,4,4,4.0,1.0,1,158,38.879988140514456
502,AC,4,4,4.0,2.0,0,27,57.90082644628099
503,AC,4,4,4.0,2.0,1,9,61.725
504,AC,4,4,5.0,1.0,0,5,40.125
505,AC,4,4,5.0,1.0,1,3,37.666666666666664
506,AC,4,4,5.0,2.0,0,1,41.0
507,AC,4,4,5.0,2.0,1,1,67.0
508,AC,4,4,6.0,1.0,0,13,55.142857142857146
509,AC,4,4,6.0,1.0,1,3,36.666666666666664
510,AC,4,4,6.0,2.0,0,2,55.0
511,AC,4,4,7.0,1.0,0,11,66.47619047619048
512,AC,4,4,7.0,1.0,1,1,61.0
513,AC,4,4,7.0,2.0,0,17,64.70476190476191
514,AC,4,4,7.0,2.0,1,2,66.0
515,AC,4,4,8.0,1.0,0,163,48.140820105820104
516,AC,4,4,8.0,1.0,1,97,42.85921855921856
517,AC,4,4,8.0,2.0,0,4,58.0
518,AC,4,4,8.0,2.0,1,2,51.0
519,AC,4,4,9.0,1.0,0,3,42.75
520,AC,4,4,9.0,1.0,1,1,27.0
521,AC,4,4,9.0,2.0,0,1,64.0
522,AC,4,4,10.0,1.0,0,11,26.454545454545453
523,AC,4,4,10.0,1.0,1,8,29.583333333333336
524,AC,4,4,11.0,1.0,0,4,20.833333333333332
525,AC,4,4,11.0,1.0,1,1,20.0
526,AC,5,1,1.0,1.0,0,232,32.93282627865961
527,AC,5,1,1.0,1.0,1,5969,30.916185374100117
528,AC,5,1,1.0,2.0,0,28,47.739999999999995
529,AC,5,1,1.0,2.0,1,656,42.81624510015392
530,AC,5,1,2.0,1.0,0,22,39.31428571428571
531,AC,5,1,2.0,1.0,1,753,29.721296208022515
532,AC,5,1,2.0,2.0,0,3,35.75
533,AC,5,1,2.0,2.0,1,105,42.51282467532467
534,AC,5,1,3.0,1.0,0,7,28.6
535,AC,5,1,3.0,1.0,1,102,31.946932772687084
536,AC,5,1,3.0,2.0,0,2,23.0
537,AC,5,1,3.0,2.0,1,6,41.0
538,AC,5,1,4.0,1.0,0,8,35.125
539,AC,5,1,4.0,1.0,1,109,31.662357478202548
540,AC,5,1,4.0,2.0,1,2,39.5
541,AC,5,1,5.0,1.0,0,4,30.166666666666668
542,AC,5,1,5.0,1.0,1,68,30.88051948051948
543,AC,5,1,5.0,2.0,1,4,42.25
544,AC,5,1,6.0,1.0,0,3,38.0
545,AC,5,1,6.0,1.0,1,10,36.1
546,AC,5,1,7.0,1.0,0,14,29.84375
547,AC,5,1,7.0,1.0,1,288,29.91263403263403
548,AC,5,1,7.0,2.0,0,6,50.375
549,AC,5,1,7.0,2.0,1,58,45.78453453453454
550,AC,5,1,8.0,1.0,0,1,33.0
551,AC,5,1,8.0,1.0,1,13,40.79166666666667
552,AC,5,1,8.0,2.0,1,1,32.0
553,AC,5,1,9.0,1.0,1,2,29.5
554,AC,5,1,10.0,1.0,0,4,29.5
555,AC,5,1,10.0,1.0,1,8,20.357142857142858
556,AC,5,1,11.0,1.0,1,3,20.0
557,AC,5,2,1.0,1.0,0,82,35.76785714285714
558,AC,5,2,1.0,1.0,1,1907,33.99671505620485
559,AC,5,2,1.0,2.0,0,6,59.611111111111114
560,AC,5,2,1.0,2.0,1,183,46.17790618869271
561,AC,5,2,2.0,1.0,0,7,39.5
562,AC,5,2,2.0,1.0,1,141,35.72417582417582
563,AC,5,2,2.0,2.0,1,21,51.40151515151515
564,AC,5,2,3.0,1.0,0,5,43.77777777777778
565,AC,5,2,3.0,1.0,1,52,34.278837719298245
566,AC,5,2,3.0,2.0,1,2,36.5
567,AC,5,2,4.0,1.0,0,8,33.083333333333336
568,AC,5,2,4.0,1.0,1,122,34.3333488951136
569,AC,5,2,4.0,2.0,0,1,48.0
570,AC,5,2,4.0,2.0,1,5,48.666666666666664
571,AC,5,2,5.0,1.0,1,22,38.87373737373738
572,AC,5,2,5.0,2.0,1,1,40.0
573,AC,5,2,6.0,1.0,1,3,36.666666666666664
574,AC,5,2,7.0,1.0,0,1,21.0
575,AC,5,2,7.0,1.0,1,4,33.666666666666664
576,AC,5,2,7.0,2.0,1,3,45.333333333333336
577,AC,5,2,8.0,1.0,0,1,37.0
578,AC,5,2,8.0,1.0,1,18,34.401785714285715
579,AC,5,2,10.0,1.0,1,9,27.32142857142857
580,AC,5,2,11.0,1.0,1,2,19.5
581,AC,5,3,1.0,1.0,0,129,42.91001461988304
582,AC,5,3,1.0,1.0,1,1821,39.70923600513378
583,AC,5,3,1.0,2.0,0,9,48.44444444444445
584,AC,5,3,1.0,2.0,1,174,51.915091036414566
585,AC,5,3,2.0,1.0,0,5,42.6
586,AC,5,3,2.0,1.0,1,92,39.73220899470899
587,AC,5,3,2.0,2.0,0,1,29.0
588,AC,5,3,2.0,2.0,1,33,46.57326007326007
589,AC,5,3,3.0,1.0,0,29,39.132407407407406
590,AC,5,3,3.0,1.0,1,201,33.73243991999847
591,AC,5,3,3.0,2.0,0,3,57.0
592,AC,5,3,3.0,2.0,1,5,47.5
593,AC,5,3,4.0,1.0,0,91,41.51269440941572
594,AC,5,3,4.0,1.0,1,786,38.46860094192395
595,AC,5,3,4.0,2.0,0,4,53.66666666666667
596,AC,5,3,4.0,2.0,1,31,45.639194139194146
597,AC,5,3,5.0,1.0,0,1,28.0
598,AC,5,3,5.0,1.0,1,16,30.597222222222225
599,AC,5,3,5.0,2.0,1,2,37.5
600,AC,5,3,6.0,1.0,0,3,39.666666666666664
601,AC,5,3,6.0,1.0,1,27,39.102222222222224
602,AC,5,3,6.0,2.0,1,6,52.666666666666664
603,AC,5,3,7.0,1.0,0,2,42.5
604,AC,5,3,7.0,1.0,1,10,32.375
605,AC,5,3,7.0,2.0,1,6,46.5
606,AC,5,3,8.0,1.0,0,22,41.959259259259255
607,AC,5,3,8.0,1.0,1,167,39.75071973233738
608,AC,5,3,8.0,2.0,1,1,40.0
609,AC,5,3,9.0,1.0,1,3,26.75
610,AC,5,3,9.0,2.0,1,1,43.0
611,AC,5,3,10.0,1.0,0,5,23.666666666666664
612,AC,5,3,10.0,1.0,1,23,29.858333333333334
613,AC,5,3,11.0,1.0,0,1,20.0
614,AC,5,3,11.0,1.0,1,3,18.333333333333332
615,AC,5,3,11.0,2.0,0,1,19.0
616,AC,5,4,1.0,1.0,0,55,45.3030492898914
617,AC,5,4,1.0,1.0,1,421,41.291725220153936
618,AC,5,4,1.0,2.0,0,10,56.43333333333334
619,AC,5,4,1.0,2.0,1,37,55.211247086247084
620,AC,5,4,2.0,1.0,0,5,45.666666666666664
621,AC,5,4,2.0,1.0,1,38,45.7842261904762
622,AC,5,4,2.0,2.0,0,2,61.5
623,AC,5,4,2.0,2.0,1,4,46.0
624,AC,5,4,3.0,1.0,0,35,35.6712962962963
625,AC,5,4,3.0,1.0,1,151,35.59295682387788
626,AC,5,4,3.0,2.0,1,5,44.625
627,AC,5,4,4.0,1.0,0,88,38.69724257224257
628,AC,5,4,4.0,1.0,1,415,41.11901725955557
629,AC,5,4,4.0,2.0,0,5,55.0
630,AC,5,4,4.0,2.0,1,28,46.55238095238095
631,AC,5,4,5.0,1.0,1,7,47.800000000000004
632,AC,5,4,5.0,2.0,1,1,62.0
633,AC,5,4,6.0,1.0,0,3,39.333333333333336
634,AC,5,4,6.0,1.0,1,13,42.84666666666667
635,AC,5,4,7.0,1.0,0,4,47.833333333333336
636,AC,5,4,7.0,1.0,1,7,53.6
637,AC,5,4,7.0,2.0,0,3,73.33333333333333
638,AC,5,4,7.0,2.0,1,10,59.09523809523809
639,AC,5,4,8.0,1.0,0,39,41.072916666666664
640,AC,5,4,8.0,1.0,1,224,42.906844175170065
641,AC,5,4,8.0,2.0,0,2,63.5
642,AC,5,4,8.0,2.0,1,4,53.666666666666664
643,AC,5,4,9.0,1.0,0,2,59.0
644,AC,5,4,9.0,1.0,1,2,38.5
645,AC,5,4,10.0,1.0,0,7,27.428571428571427
646,AC,5,4,10.0,1.0,1,11,23.962962962962962
647,AC,5,4,11.0,1.0,1,1,49.0
648,AL,1,1,1.0,1.0,0,7608,46.14792296982835
649,AL,1,1,1.0,1.0,1,11299,45.15893148037195
650,AL,1,1,1.0,2.0,0,2139,51.0666576883221
651,AL,1,1,1.0,2.0,1,4129,49.91302251234493
652,AL,1,1,2.0,1.0,0,3110,47.98895903634109
653,AL,1,1,2.0,1.0,1,6378,46.523596254643294
654,AL,1,1,2.0,2.0,0,2115,52.602898571036455
655,AL,1,1,2.0,2.0,1,4161,50.15739890854989
656,AL,1,1,3.0,1.0,0,276,43.070200068376174
657,AL,1,1,3.0,1.0,1,420,41.0273650561993
658,AL,1,1,3.0,2.0,0,83,51.257706766917295
659,AL,1,1,3.0,2.0,1,143,50.30508130081301
660,AL,1,1,4.0,1.0,0,176,41.70548595848596
661,AL,1,1,4.0,1.0,1,259,42.0933035783122
662,AL,1,1,4.0,2.0,0,68,50.08888888888889
663,AL,1,1,4.0,2.0,1,141,49.88181432319802
664,AL,1,1,5.0,1.0,0,260,44.63536562203229
665,AL,1,1,5.0,1.0,1,310,45.694793233082706
666,AL,1,1,5.0,2.0,0,59,47.76507936507936
667,AL,1,1,5.0,2.0,1,85,47.75346726190476
668,AL,1,1,6.0,1.0,0,15,40.34090909090909
669,AL,1,1,6.0,1.0,1,9,41.642857142857146
670,AL,1,1,6.0,2.0,0,3,46.666666666666664
671,AL,1,1,6.0,2.0,1,2,45.0
672,AL,1,1,7.0,1.0,0,852,45.95668958473956
673,AL,1,1,7.0,1.0,1,2022,43.78267008418456
674,AL,1,1,7.0,2.0,0,435,51.1134790400712
675,AL,1,1,7.0,2.0,1,1076,49.760110922842095
676,AL,1,1,8.0,1.0,0,29,45.724603174603175
677,AL,1,1,8.0,1.0,1,55,40.75038095238095
678,AL,1,1,8.0,2.0,0,1,61.0
679,AL,1,1,8.0,2.0,1,15,46.88461538461539
680,AL,1,1,9.0,1.0,0,1,45.0
681,AL,1,1,9.0,1.0,1,1,55.0
682,AL,1,1,10.0,1.0,0,3,31.666666666666668
683,AL,1,1,10.0,1.0,1,5,27.333333333333332
684,AL,1,1,11.0,1.0,0,21,22.85625
685,AL,1,1,11.0,1.0,1,20,22.452380952380953
686,AL,1,2,1.0,1.0,0,1238,46.98273787683612
687,AL,1,2,1.0,1.0,1,1017,46.04153544020366
688,AL,1,2,1.0,2.0,0,222,50.023718714235955
689,AL,1,2,1.0,2.0,1,212,48.97823107660868
690,AL,1,2,2.0,1.0,0,116,51.84106452726018
691,AL,1,2,2.0,1.0,1,99,47.06262626262626
692,AL,1,2,2.0,2.0,0,73,51.69051459293395
693,AL,1,2,2.0,2.0,1,76,49.39623655913979
694,AL,1,2,3.0,1.0,0,92,45.74337979094077
695,AL,1,2,3.0,1.0,1,106,42.66442307692308
696,AL,1,2,3.0,2.0,0,16,50.035714285714285
697,AL,1,2,3.0,2.0,1,20,51.6764705882353
698,AL,1,2,4.0,1.0,0,260,43.89325833932242
699,AL,1,2,4.0,1.0,1,179,42.5889488385178
700,AL,1,2,4.0,2.0,0,74,48.88648648648648
701,AL,1,2,4.0,2.0,1,61,48.14650537634409
702,AL,1,2,5.0,1.0,0,32,42.21528471528472
703,AL,1,2,5.0,1.0,1,28,47.34013605442177
704,AL,1,2,5.0,2.0,0,3,50.666666666666664
705,AL,1,2,5.0,2.0,1,5,50.0
706,AL,1,2,6.0,1.0,0,19,38.64333333333333
707,AL,1,2,6.0,1.0,1,5,46.0
708,AL,1,2,6.0,2.0,0,2,43.0
709,AL,1,2,6.0,2.0,1,2,50.0
710,AL,1,2,7.0,1.0,0,68,44.66473214285714
711,AL,1,2,7.0,1.0,1,114,43.440000000000005
712,AL,1,2,7.0,2.0,0,43,50.787179487179486
713,AL,1,2,7.0,2.0,1,86,49.9880658436214
714,AL,1,2,8.0,1.0,0,67,45.58333333333333
715,AL,1,2,8.0,1.0,1,59,45.99537037037037
716,AL,1,2,8.0,2.0,0,8,54.125
717,AL,1,2,8.0,2.0,1,9,46.75
718,AL,1,2,9.0,1.0,0,1,59.0
719,AL,1,2,10.0,1.0,0,1,25.0
720,AL,1,2,10.0,1.0,1,2,21.5
721,AL,1,2,11.0,1.0,0,18,23.73181818181818
722,AL,1,2,11.0,1.0,1,13,19.302083333333332
723,AL,1,3,1.0,1.0,0,918,48.26013686618792
724,AL,1,3,1.0,1.0,1,774,44.5929168897214
725,AL,1,3,1.0,2.0,0,203,54.085870920313575
726,AL,1,3,1.0,2.0,1,210,50.54695502237875
727,AL,1,3,2.0,1.0,0,230,51.57330952093883
728,AL,1,3,2.0,1.0,1,333,49.96362637818995
729,AL,1,3,2.0,2.0,0,178,54.3990720699054
730,AL,1,3,2.0,2.0,1,201,53.01884770322271
731,AL,1,3,3.0,1.0,0,219,45.58424305163436
732,AL,1,3,3.0,1.0,1,218,42.57913867741454
733,AL,1,3,3.0,2.0,0,43,53.127604166666664
734,AL,1,3,3.0,2.0,1,40,51.75
735,AL,1,3,4.0,1.0,0,724,43.706831571749454
736,AL,1,3,4.0,1.0,1,578,42.69148592798088
737,AL,1,3,4.0,2.0,0,154,50.09549328449329
738,AL,1,3,4.0,2.0,1,133,50.74593650793651
739,AL,1,3,5.0,1.0,0,33,44.382407407407406
740,AL,1,3,5.0,1.0,1,26,41.04385964912281
741,AL,1,3,5.0,2.0,0,5,53.0
742,AL,1,3,5.0,2.0,1,3,45.0
743,AL,1,3,6.0,1.0,0,52,44.42814009661836
744,AL,1,3,6.0,1.0,1,17,42.26153846153846
745,AL,1,3,6.0,2.0,0,5,43.66666666666667
746,AL,1,3,6.0,2.0,1,3,54.333333333333336
747,AL,1,3,7.0,1.0,0,201,53.3221808697451
748,AL,1,3,7.0,1.0,1,300,47.6178713283056
749,AL,1,3,7.0,2.0,0,172,56.70632562589269
750,AL,1,3,7.0,2.0,1,209,51.94489795918368
751,AL,1,3,8.0,1.0,0,282,48.33340251670844
752,AL,1,3,8.0,1.0,1,353,48.74838782416788
753,AL,1,3,8.0,2.0,0,37,55.968421052631584
754,AL,1,3,8.0,2.0,1,46,53.16130952380952
755,AL,1,3,9.0,1.0,0,6,46.3
756,AL,1,3,9.0,1.0,1,1,46.0
757,AL,1,3,10.0,1.0,0,4,24.0
758,AL,1,3,10.0,1.0,1,3,21.5
759,AL,1,3,11.0,1.0,0,15,22.291666666666668
760,AL,1,3,11.0,1.0,1,6,20.722222222222225
761,AL,1,3,11.0,2.0,0,2,36.5
762,AL,1,3,11.0,2.0,1,1,18.0
763,AL,1,4,1.0,1.0,0,95,46.92875
764,AL,1,4,1.0,1.0,1,90,48.92983181692859
765,AL,1,4,1.0,2.0,0,23,49.56944444444445
766,AL,1,4,1.0,2.0,1,25,53.23076923076923
767,AL,1,4,2.0,1.0,0,22,50.607142857142854
768,AL,1,4,2.0,1.0,1,37,53.55357142857143
769,AL,1,4,2.0,2.0,0,20,60.58333333333333
770,AL,1,4,2.0,2.0,1,17,59.901234567901234
771,AL,1,4,3.0,1.0,0,82,46.58162393162393
772,AL,1,4,3.0,1.0,1,73,40.61868686868687
773,AL,1,4,3.0,2.0,0,17,54.4
774,AL,1,4,3.0,2.0,1,8,57.42857142857143
775,AL,1,4,4.0,1.0,0,230,43.382264173998045
776,AL,1,4,4.0,1.0,1,151,42.449188407632555
777,AL,1,4,4.0,2.0,0,41,52.405952380952385
778,AL,1,4,4.0,2.0,1,23,52.39
779,AL,1,4,5.0,1.0,0,8,53.888888888888886
780,AL,1,4,5.0,1.0,1,6,43.1
781,AL,1,4,5.0,2.0,1,1,46.0
782,AL,1,4,6.0,1.0,0,12,45.65
783,AL,1,4,6.0,1.0,1,6,48.416666666666664
784,AL,1,4,6.0,2.0,1,1,41.0
785,AL,1,4,7.0,1.0,0,56,53.182148962148965
786,AL,1,4,7.0,1.0,1,52,56.3468253968254
787,AL,1,4,7.0,2.0,0,68,61.36419753086419
788,AL,1,4,7.0,2.0,1,50,61.29
789,AL,1,4,8.0,1.0,0,158,52.23883992991136
790,AL,1,4,8.0,1.0,1,116,50.6138198757764
791,AL,1,4,8.0,2.0,0,21,60.385416666666664
792,AL,1,4,8.0,2.0,1,21,53.371794871794876
793,AL,1,4,10.0,1.0,0,1,26.0
794,AL,1,4,11.0,1.0,0,2,24.0
795,AL,1,4,11.0,1.0,1,1,17.0
796,AL,1,4,11.0,2.0,0,1,31.0
797,AL,2,1,1.0,1.0,0,13262,40.871559413141824
798,AL,2,1,1.0,1.0,1,18410,40.15698514868427
799,AL,2,1,1.0,2.0,0,2190,46.39944481259809
800,AL,2,1,1.0,2.0,1,3888,45.44822379560137
801,AL,2,1,2.0,1.0,0,3600,42.15143597610693
802,AL,2,1,2.0,1.0,1,8226,40.540756440144854
803,AL,2,1,2.0,2.0,0,1390,47.39605232760049
804,AL,2,1,2.0,2.0,1,2974,45.31890322170914
805,AL,2,1,3.0,1.0,0,431,39.444619782523006
806,AL,2,1,3.0,1.0,1,626,39.29765491755181
807,AL,2,1,3.0,2.0,0,62,45.553210678210675
808,AL,2,1,3.0,2.0,1,131,43.24022975768322
809,AL,2,1,4.0,1.0,0,316,39.94041362504598
810,AL,2,1,4.0,1.0,1,435,38.86130519010954
811,AL,2,1,4.0,2.0,0,66,41.598932676518885
812,AL,2,1,4.0,2.0,1,128,43.634771825396825
813,AL,2,1,5.0,1.0,0,476,39.652852316341516
814,AL,2,1,5.0,1.0,1,551,40.165957831753005
815,AL,2,1,5.0,2.0,0,56,44.99299516908213
816,AL,2,1,5.0,2.0,1,91,45.22657450076805
817,AL,2,1,6.0,1.0,0,16,38.40277777777778
818,AL,2,1,6.0,1.0,1,24,38.35714285714286
819,AL,2,1,6.0,2.0,0,5,40.375
820,AL,2,1,6.0,2.0,1,5,45.6
821,AL,2,1,7.0,1.0,0,654,40.46543289226741
822,AL,2,1,7.0,1.0,1,2049,39.35304383896723
823,AL,2,1,7.0,2.0,0,183,48.30585744664692
824,AL,2,1,7.0,2.0,1,570,43.86348827404521
825,AL,2,1,8.0,1.0,0,38,38.71022727272727
826,AL,2,1,8.0,1.0,1,62,38.680245535714285
827,AL,2,1,8.0,2.0,0,1,52.0
828,AL,2,1,8.0,2.0,1,7,43.416666666666664
829,AL,2,1,9.0,1.0,1,2,38.5
830,AL,2,1,10.0,1.0,0,4,32.666666666666664
831,AL,2,1,10.0,1.0,1,7,31.0
832,AL,2,1,10.0,2.0,1,1,48.0
833,AL,2,1,11.0,1.0,0,26,23.25714285714286
834,AL,2,1,11.0,1.0,1,26,21.78333333333333
835,AL,2,2,1.0,1.0,0,2689,41.05920803370093
836,AL,2,2,1.0,1.0,1,1758,41.079658165353145
837,AL,2,2,1.0,2.0,0,253,47.322544772527344
838,AL,2,2,1.0,2.0,1,216,47.28360985419809
839,AL,2,2,2.0,1.0,0,95,42.20991636798088
840,AL,2,2,2.0,1.0,1,137,40.21190948601663
841,AL,2,2,2.0,2.0,0,28,49.86764705882353
842,AL,2,2,2.0,2.0,1,45,43.77083333333333
843,AL,2,2,3.0,1.0,0,150,41.634535066981876
844,AL,2,2,3.0,1.0,1,114,40.545446570972885
845,AL,2,2,3.0,2.0,0,19,45.00769230769231
846,AL,2,2,3.0,2.0,1,13,45.648148148148145
847,AL,2,2,4.0,1.0,0,408,39.395161959773304
848,AL,2,2,4.0,1.0,1,314,38.81271702896034
849,AL,2,2,4.0,2.0,0,59,45.23899108138239
850,AL,2,2,4.0,2.0,1,72,43.704166666666666
851,AL,2,2,5.0,1.0,0,63,43.33653846153846
852,AL,2,2,5.0,1.0,1,45,40.71391941391941
853,AL,2,2,5.0,2.0,0,5,40.77777777777778
854,AL,2,2,5.0,2.0,1,5,50.125
855,AL,2,2,6.0,1.0,0,17,38.31944444444444
856,AL,2,2,6.0,1.0,1,10,38.5
857,AL,2,2,6.0,2.0,0,1,41.0
858,AL,2,2,6.0,2.0,1,1,44.0
859,AL,2,2,7.0,1.0,0,36,43.294871794871796
860,AL,2,2,7.0,1.0,1,65,41.48066378066378
861,AL,2,2,7.0,2.0,0,12,48.57142857142857
862,AL,2,2,7.0,2.0,1,37,43.57625
863,AL,2,2,8.0,1.0,0,47,42.313793103448276
864,AL,2,2,8.0,1.0,1,89,40.12407407407407
865,AL,2,2,8.0,2.0,0,8,45.0
866,AL,2,2,8.0,2.0,1,7,45.714285714285715
867,AL,2,2,9.0,1.0,1,1,59.0
868,AL,2,2,10.0,1.0,0,3,25.0
869,AL,2,2,10.0,1.0,1,4,23.166666666666668
870,AL,2,2,11.0,1.0,0,21,22.270833333333332
871,AL,2,2,11.0,1.0,1,26,20.443529411764708
872,AL,2,3,1.0,1.0,0,1284,44.660454226774796
873,AL,2,3,1.0,1.0,1,1114,41.845223608246265
874,AL,2,3,1.0,2.0,0,146,49.688247157071785
875,AL,2,3,1.0,2.0,1,150,45.78685239491691
876,AL,2,3,2.0,1.0,0,118,43.97916589988959
877,AL,2,3,2.0,1.0,1,192,45.379881149197345
878,AL,2,3,2.0,2.0,0,80,50.11904761904762
879,AL,2,3,2.0,2.0,1,84,48.50032840722496
880,AL,2,3,3.0,1.0,0,243,40.61078531543501
881,AL,2,3,3.0,1.0,1,222,39.56264586290902
882,AL,2,3,3.0,2.0,0,17,48.77272727272727
883,AL,2,3,3.0,2.0,1,25,44.53125
884,AL,2,3,4.0,1.0,0,1219,40.11641830398478
885,AL,2,3,4.0,1.0,1,929,39.5637459968643
886,AL,2,3,4.0,2.0,0,127,46.435374149659864
887,AL,2,3,4.0,2.0,1,127,44.92204938271605
888,AL,2,3,5.0,1.0,0,33,45.574509803921565
889,AL,2,3,5.0,1.0,1,31,42.40740740740741
890,AL,2,3,5.0,2.0,0,5,44.0
891,AL,2,3,5.0,2.0,1,5,49.0
892,AL,2,3,6.0,1.0,0,98,40.81654088050314
893,AL,2,3,6.0,1.0,1,36,38.723544973544975
894,AL,2,3,6.0,2.0,0,14,49.285714285714285
895,AL,2,3,6.0,2.0,1,6,41.916666666666664
896,AL,2,3,7.0,1.0,0,54,45.18067426400759
897,AL,2,3,7.0,1.0,1,164,42.021672771672776
898,AL,2,3,7.0,2.0,0,37,53.28754578754578
899,AL,2,3,7.0,2.0,1,67,48.07143817204301
900,AL,2,3,8.0,1.0,0,230,42.566448385922065
901,AL,2,3,8.0,1.0,1,345,42.20687650691168
902,AL,2,3,8.0,2.0,0,19,51.1764705882353
903,AL,2,3,8.0,2.0,1,25,46.40740740740741
904,AL,2,3,9.0,1.0,0,9,39.875
905,AL,2,3,9.0,1.0,1,2,47.5
906,AL,2,3,10.0,1.0,0,4,28.166666666666668
907,AL,2,3,10.0,1.0,1,6,26.625
908,AL,2,3,11.0,1.0,0,17,22.51923076923077
909,AL,2,3,11.0,1.0,1,20,20.299999999999997
910,AL,2,4,1.0,1.0,0,85,45.44266666666667
911,AL,2,4,1.0,1.0,1,78,46.57386521860206
912,AL,2,4,1.0,2.0,0,19,56.17857142857143
913,AL,2,4,1.0,2.0,1,15,54.714285714285715
914,AL,2,4,2.0,1.0,0,10,53.976190476190474
915,AL,2,4,2.0,1.0,1,8,45.46666666666667
916,AL,2,4,2.0,2.0,0,17,53.75
917,AL,2,4,2.0,2.0,1,11,55.020833333333336
918,AL,2,4,3.0,1.0,0,72,41.56166666666667
919,AL,2,4,3.0,1.0,1,54,42.30171428571429
920,AL,2,4,3.0,2.0,0,10,50.0
921,AL,2,4,3.0,2.0,1,7,52.75
922,AL,2,4,4.0,1.0,0,221,39.4021470852492
923,AL,2,4,4.0,1.0,1,139,40.15436276990553
924,AL,2,4,4.0,2.0,0,24,47.15555555555556
925,AL,2,4,4.0,2.0,1,19,50.608333333333334
926,AL,2,4,5.0,1.0,0,1,54.0
927,AL,2,4,5.0,1.0,1,4,48.0
928,AL,2,4,5.0,2.0,1,1,52.0
929,AL,2,4,6.0,1.0,0,11,41.84722222222222
930,AL,2,4,6.0,1.0,1,6,47.0
931,AL,2,4,6.0,2.0,0,2,46.5
932,AL,2,4,6.0,2.0,1,2,56.0
933,AL,2,4,7.0,1.0,0,16,60.15
934,AL,2,4,7.0,1.0,1,27,56.32330827067669
935,AL,2,4,7.0,2.0,0,17,62.761904761904766
936,AL,2,4,7.0,2.0,1,19,57.361111111111114
937,AL,2,4,8.0,1.0,0,88,46.414957264957266
938,AL,2,4,8.0,1.0,1,86,45.050429000429
939,AL,2,4,8.0,2.0,0,8,47.714285714285715
940,AL,2,4,8.0,2.0,1,7,56.666666666666664
941,AL,2,4,9.0,1.0,0,2,54.5
942,AL,2,4,9.0,1.0,1,1,45.0
943,AL,2,4,9.0,2.0,0,1,33.0
944,AL,2,4,10.0,1.0,1,1,23.0
945,AL,2,4,11.0,1.0,0,3,22.5
946,AL,2,4,11.0,1.0,1,1,21.0
947,AL,3,1,1.0,1.0,0,10595,35.450895596996425
948,AL,3,1,1.0,1.0,1,14859,34.559090336722264
949,AL,3,1,1.0,2.0,0,1366,42.21836526453091
950,AL,3,1,1.0,2.0,1,2351,41.21817350034139
951,AL,3,1,2.0,1.0,0,2851,35.63081639860024
952,AL,3,1,2.0,1.0,1,6849,34.502351456632454
953,AL,3,1,2.0,2.0,0,910,44.63635385620036
954,AL,3,1,2.0,2.0,1,1764,41.37357978739024
955,AL,3,1,3.0,1.0,0,306,34.289163670275805
956,AL,3,1,3.0,1.0,1,497,34.30750095358435
957,AL,3,1,3.0,2.0,0,29,40.16666666666667
958,AL,3,1,3.0,2.0,1,59,39.47210884353741
959,AL,3,1,4.0,1.0,0,248,33.79964540361599
960,AL,3,1,4.0,1.0,1,384,33.118051976044505
961,AL,3,1,4.0,2.0,0,36,40.02536231884058
962,AL,3,1,4.0,2.0,1,65,38.83389894419306
963,AL,3,1,5.0,1.0,0,303,35.59915630386359
964,AL,3,1,5.0,1.0,1,342,35.30066175351321
965,AL,3,1,5.0,2.0,0,29,42.095555555555556
966,AL,3,1,5.0,2.0,1,44,40.992
967,AL,3,1,6.0,1.0,0,9,34.760000000000005
968,AL,3,1,6.0,1.0,1,15,30.692307692307693
969,AL,3,1,6.0,2.0,0,1,38.0
970,AL,3,1,6.0,2.0,1,5,50.2
971,AL,3,1,7.0,1.0,0,453,34.32249696618488
972,AL,3,1,7.0,1.0,1,1526,31.88724246732722
973,AL,3,1,7.0,2.0,0,104,42.75995872033024
974,AL,3,1,7.0,2.0,1,291,41.80161736411736
975,AL,3,1,8.0,1.0,0,23,37.125
976,AL,3,1,8.0,1.0,1,54,36.44567901234568
977,AL,3,1,8.0,2.0,0,4,41.5
978,AL,3,1,8.0,2.0,1,3,35.333333333333336
979,AL,3,1,10.0,1.0,0,3,27.25
980,AL,3,1,10.0,1.0,1,2,28.5
981,AL,3,1,11.0,1.0,0,7,21.5
982,AL,3,1,11.0,1.0,1,5,21.375
983,AL,3,2,1.0,1.0,0,1601,38.89120058200882
984,AL,3,2,1.0,1.0,1,1234,35.75105798397205
985,AL,3,2,1.0,2.0,0,120,44.12182539682539
986,AL,3,2,1.0,2.0,1,111,43.64149305555556
987,AL,3,2,2.0,1.0,0,47,38.91005291005291
988,AL,3,2,2.0,1.0,1,64,35.115476190476194
989,AL,3,2,2.0,2.0,0,9,41.86111111111111
990,AL,3,2,2.0,2.0,1,27,40.861111111111114
991,AL,3,2,3.0,1.0,0,86,33.916666666666664
992,AL,3,2,3.0,1.0,1,80,34.23397212543554
993,AL,3,2,3.0,2.0,0,5,47.4
994,AL,3,2,3.0,2.0,1,9,44.111111111111114
