UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
AC,5,1,7.0,2.0,1,58,45.78453453453454
AC,5,1,8.0,1.0,0,1,33.0
AC,5,1,8.0,1.0,1,13,40.79166666666667
AC,5,1,8.0,2.0,1,1,32.0
AC,5,1,9.0,1.0,1,2,29.5
AC,5,1,10.0,1.0,0,4,29.5
AC,5,1,10.0,1.0,1,8,20.357142857142858
AC,5,1,11.0,1.0,1,3,20.0
AC,5,2,1.0,1.0,0,82,35.76785714285714
AC,5,2,1.0,1.0,1,1907,33.99671505620485
AC,5,2,1.0,2.0,0,6,59.611111111111114
AC,5,2,1.0,2.0,1,183,46.17790618869271
AC,5,2,2.0,1.0,0,7,39.5
AC,5,2,2.0,1.0,1,141,35.72417582417582
AC,5,2,2.0,2.0,1,21,51.40151515151515
AC,5,2,3.0,1.0,0,5,43.77777777777778
AC,5,2,3.0,1.0,1,52,34.278837719298245
AC,5,2,3.0,2.0,1,2,36.5
AC,5,2,4.0,1.0,0,8,33.083333333333336
AC,5,2,4.0,1.0,1,122,34.3333488951136
AC,5,2,4.0,2.0,0,1,48.0
AC,5,2,4.0,2.0,1,5,48.666666666666664
AC,5,2,5.0,1.0,1,22,38.87373737373738
AC,5,2,5.0,2.0,1,1,40.0
AC,5,2,6.0,1.0,1,3,36.666666666666664
AC,5,2,7.0,1.0,0,1,21.0
AC,5,2,7.0,1.0,1,4,33.666666666666664
AC,5,2,7.0,2.0,1,3,45.333333333333336
AC,5,2,8.0,1.0,0,1,37.0
AC,5,2,8.0,1.0,1,18,34.401785714285715
AC,5,2,10.0,1.0,1,9,27.32142857142857
AC,5,2,11.0,1.0,1,2,19.5
AC,5,3,1.0,1.0,0,129,42.91001461988304
AC,5,3,1.0,1.0,1,1821,39.70923600513378
AC,5,3,1.0,2.0,0,9,48.44444444444445
AC,5,3,1.0,2.0,1,174,51.915091036414566
AC,5,3,2.0,1.0,0,5,42.6
AC,5,3,2.0,1.0,1,92,39.73220899470899
AC,5,3,2.0,2.0,0,1,29.0
AC,5,3,2.0,2.0,1,33,46.57326007326007
AC,5,3,3.0,1.0,0,29,39.132407407407406
AC,5,3,3.0,1.0,1,201,33.73243991999847
AC,5,3,3.0,2.0,0,3,57.0
AC,5,3,3.0,2.0,1,5,47.5
AC,5,3,4.0,1.0,0,91,41.51269440941572
AC,5,3,4.0,1.0,1,786,38.46860094192395
AC,5,3,4.0,2.0,0,4,53.66666666666667
AC,5,3,4.0,2.0,1,31,45.639194139194146
AC,5,3,5.0,1.0,0,1,28.0
AC,5,3,5.0,1.0,1,16,30.597222222222225
AC,5,3,5.0,2.0,1,2,37.5
AC,5,3,6.0,1.0,0,3,39.666666666666664
AC,5,3,6.0,1.0,1,27,39.102222222222224
AC,5,3,6.0,2.0,1,6,52.666666666666664
AC,5,3,7.0,1.0,0,2,42.5
AC,5,3,7.0,1.0,1,10,32.375
AC,5,3,7.0,2.0,1,6,46.5
AC,5,3,8.0,1.0,0,22,41.959259259259255
AC,5,3,8.0,1.0,1,167,39.75071973233738
AC,5,3,8.0,2.0,1,1,40.0
AC,5,3,9.0,1.0,1,3,26.75
AC,5,3,9.0,2.0,1,1,43.0
AC,5,3,10.0,1.0,0,5,23.666666666666664
AC,5,3,10.0,1.0,1,23,29.858333333333334
AC,5,3,11.0,1.0,0,1,20.0
AC,5,3,11.0,1.0,1,3,18.333333333333332
AC,5,3,11.0,2.0,0,1,19.0
AC,5,4,1.0,1.0,0,55,45.3030492898914
AC,5,4,1.0,1.0,1,421,41.291725220153936
AC,5,4,1.0,2.0,0,10,56.43333333333334
AC,5,4,1.0,2.0,1,37,55.211247086247084
AC,5,4,2.0,1.0,0,5,45.666666666666664
AC,5,4,2.0,1.0,1,38,45.7842261904762
AC,5,4,2.0,2.0,0,2,61.5
AC,5,4,2.0,2.0,1,4,46.0
AC,5,4,3.0,1.0,0,35,35.6712962962963
AC,5,4,3.0,1.0,1,151,35.59295682387788
AC,5,4,3.0,2.0,1,5,44.625
AC,5,4,4.0,1.0,0,88,38.69724257224257
AC,5,4,4.0,1.0,1,415,41.11901725955557
AC,5,4,4.0,2.0,0,5,55.0
AC,5,4,4.0,2.0,1,28,46.55238095238095
AC,5,4,5.0,1.0,1,7,47.800000000000004
AC,5,4,5.0,2.0,1,1,62.0
AC,5,4,6.0,1.0,0,3,39.333333333333336
AC,5,4,6.0,1.0,1,13,42.84666666666667
AC,5,4,7.0,1.0,0,4,47.833333333333336
AC,5,4,7.0,1.0,1,7,53.6
AC,5,4,7.0,2.0,0,3,73.33333333333333
AC,5,4,7.0,2.0,1,10,59.09523809523809
AC,5,4,8.0,1.0,0,39,41.072916666666664
AC,5,4,8.0,1.0,1,224,42.906844175170065
AC,5,4,8.0,2.0,0,2,63.5
AC,5,4,8.0,2.0,1,4,53.666666666666664
AC,5,4,9.0,1.0,0,2,59.0
AC,5,4,9.0,1.0,1,2,38.5
AC,5,4,10.0,1.0,0,7,27.428571428571427
AC,5,4,10.0,1.0,1,11,23.962962962962962
AC,5,4,11.0,1.0,1,1,49.0
AL,1,1,1.0,1.0,0,7608,46.14792296982835
AL,1,1,1.0,1.0,1,11299,45.15893148037195
AL,1,1,1.0,2.0,0,2139,51.0666576883221
AL,1,1,1.0,2.0,1,4129,49.91302251234493
AL,1,1,2.0,1.0,0,3110,47.98895903634109
AL,1,1,2.0,1.0,1,6378,46.523596254643294
AL,1,1,2.0,2.0,0,2115,52.602898571036455
AL,1,1,2.0,2.0,1,4161,50.15739890854989
AL,1,1,3.0,1.0,0,276,43.070200068376174
AL,1,1,3.0,1.0,1,420,41.0273650561993
AL,1,1,3.0,2.0,0,83,51.257706766917295
AL,1,1,3.0,2.0,1,143,50.30508130081301
AL,1,1,4.0,1.0,0,176,41.70548595848596
AL,1,1,4.0,1.0,1,259,42.0933035783122
AL,1,1,4.0,2.0,0,68,50.08888888888889
AL,1,1,4.0,2.0,1,141,49.88181432319802
AL,1,1,5.0,1.0,0,260,44.63536562203229
AL,1,1,5.0,1.0,1,310,45.694793233082706
AL,1,1,5.0,2.0,0,59,47.76507936507936
AL,1,1,5.0,2.0,1,85,47.75346726190476
AL,1,1,6.0,1.0,0,15,40.34090909090909
AL,1,1,6.0,1.0,1,9,41.642857142857146
AL,1,1,6.0,2.0,0,3,46.666666666666664
AL,1,1,6.0,2.0,1,2,45.0
AL,1,1,7.0,1.0,0,852,45.95668958473956
AL,1,1,7.0,1.0,1,2022,43.78267008418456
AL,1,1,7.0,2.0,0,435,51.1134790400712
AL,1,1,7.0,2.0,1,1076,49.760110922842095
AL,1,1,8.0,1.0,0,29,45.724603174603175
AL,1,1,8.0,1.0,1,55,40.75038095238095
AL,1,1,8.0,2.0,0,1,61.0
AL,1,1,8.0,2.0,1,15,46.88461538461539
AL,1,1,9.0,1.0,0,1,45.0
AL,1,1,9.0,1.0,1,1,55.0
AL,1,1,10.0,1.0,0,3,31.666666666666668
AL,1,1,10.0,1.0,1,5,27.333333333333332
AL,1,1,11.0,1.0,0,21,22.85625
AL,1,1,11.0,1.0,1,20,22.452380952380953
AL,1,2,1.0,1.0,0,1238,46.98273787683612
AL,1,2,1.0,1.0,1,1017,46.04153544020366
AL,1,2,1.0,2.0,0,222,50.023718714235955
AL,1,2,1.0,2.0,1,212,48.97823107660868
AL,1,2,2.0,1.0,0,116,51.84106452726018
AL,1,2,2.0,1.0,1,99,47.06262626262626
AL,1,2,2.0,2.0,0,73,51.69051459293395
AL,1,2,2.0,2.0,1,76,49.39623655913979
AL,1,2,3.0,1.0,0,92,45.74337979094077
AL,1,2,3.0,1.0,1,106,42.66442307692308
AL,1,2,3.0,2.0,0,16,50.035714285714285
AL,1,2,3.0,2.0,1,20,51.6764705882353
AL,1,2,4.0,1.0,0,260,43.89325833932242
AL,1,2,4.0,1.0,1,179,42.5889488385178
AL,1,2,4.0,2.0,0,74,48.88648648648648
AL,1,2,4.0,2.0,1,61,48.14650537634409
AL,1,2,5.0,1.0,0,32,42.21528471528472
AL,1,2,5.0,1.0,1,28,47.34013605442177
AL,1,2,5.0,2.0,0,3,50.666666666666664
AL,1,2,5.0,2.0,1,5,50.0
AL,1,2,6.0,1.0,0,19,38.64333333333333
AL,1,2,6.0,1.0,1,5,46.0
AL,1,2,6.0,2.0,0,2,43.0
AL,1,2,6.0,2.0,1,2,50.0
AL,1,2,7.0,1.0,0,68,44.66473214285714
AL,1,2,7.0,1.0,1,114,43.440000000000005
AL,1,2,7.0,2.0,0,43,50.787179487179486
AL,1,2,7.0,2.0,1,86,49.9880658436214
AL,1,2,8.0,1.0,0,67,45.58333333333333
AL,1,2,8.0,1.0,1,59,45.99537037037037
AL,1,2,8.0,2.0,0,8,54.125
AL,1,2,8.0,2.0,1,9,46.75
AL,1,2,9.0,1.0,0,1,59.0
AL,1,2,10.0,1.0,0,1,25.0
AL,1,2,10.0,1.0,1,2,21.5
AL,1,2,11.0,1.0,0,18,23.73181818181818
AL,1,2,11.0,1.0,1,13,19.302083333333332
AL,1,3,1.0,1.0,0,918,48.26013686618792
AL,1,3,1.0,1.0,1,774,44.5929168897214
AL,1,3,1.0,2.0,0,203,54.085870920313575
AL,1,3,1.0,2.0,1,210,50.54695502237875
AL,1,3,2.0,1.0,0,230,51.57330952093883
AL,1,3,2.0,1.0,1,333,49.96362637818995
AL,1,3,2.0,2.0,0,178,54.3990720699054
AL,1,3,2.0,2.0,1,201,53.01884770322271
AL,1,3,3.0,1.0,0,219,45.58424305163436
AL,1,3,3.0,1.0,1,218,42.57913867741454
AL,1,3,3.0,2.0,0,43,53.127604166666664
AL,1,3,3.0,2.0,1,40,51.75
AL,1,3,4.0,1.0,0,724,43.706831571749454
AL,1,3,4.0,1.0,1,578,42.69148592798088
AL,1,3,4.0,2.0,0,154,50.09549328449329
AL,1,3,4.0,2.0,1,133,50.74593650793651
AL,1,3,5.0,1.0,0,33,44.382407407407406
AL,1,3,5.0,1.0,1,26,41.04385964912281
AL,1,3,5.0,2.0,0,5,53.0
AL,1,3,5.0,2.0,1,3,45.0
AL,1,3,6.0,1.0,0,52,44.42814009661836
AL,1,3,6.0,1.0,1,17,42.26153846153846
AL,1,3,6.0,2.0,0,5,43.66666666666667
AL,1,3,6.0,2.0,1,3,54.333333333333336
AL,1,3,7.0,1.0,0,201,53.3221808697451
AL,1,3,7.0,1.0,1,300,47.6178713283056
AL,1,3,7.0,2.0,0,172,56.70632562589269
AL,1,3,7.0,2.0,1,209,51.94489795918368
AL,1,3,8.0,1.0,0,282,48.33340251670844
AL,1,3,8.0,1.0,1,353,48.74838782416788
AL,1,3,8.0,2.0,0,37,55.968421052631584
AL,1,3,8.0,2.0,1,46,53.16130952380952
AL,1,3,9.0,1.0,0,6,46.3
AL,1,3,9.0,1.0,1,1,46.0
AL,1,3,10.0,1.0,0,4,24.0
AL,1,3,10.0,1.0,1,3,21.5
AL,1,3,11.0,1.0,0,15,22.291666666666668
AL,1,3,11.0,1.0,1,6,20.722222222222225
AL,1,3,11.0,2.0,0,2,36.5
AL,1,3,11.0,2.0,1,1,18.0
AL,1,4,1.0,1.0,0,95,46.92875
AL,1,4,1.0,1.0,1,90,48.92983181692859
AL,1,4,1.0,2.0,0,23,49.56944444444445
AL,1,4,1.0,2.0,1,25,53.23076923076923
AL,1,4,2.0,1.0,0,22,50.607142857142854
AL,1,4,2.0,1.0,1,37,53.55357142857143
AL,1,4,2.0,2.0,0,20,60.58333333333333
AL,1,4,2.0,2.0,1,17,59.901234567901234
AL,1,4,3.0,1.0,0,82,46.58162393162393
AL,1,4,3.0,1.0,1,73,40.61868686868687
AL,1,4,3.0,2.0,0,17,54.4
AL,1,4,3.0,2.0,1,8,57.42857142857143
AL,1,4,4.0,1.0,0,230,43.382264173998045
AL,1,4,4.0,1.0,1,151,42.449188407632555
AL,1,4,4.0,2.0,0,41,52.405952380952385
AL,1,4,4.0,2.0,1,23,52.39
AL,1,4,5.0,1.0,0,8,53.888888888888886
AL,1,4,5.0,1.0,1,6,43.1
AL,1,4,5.0,2.0,1,1,46.0
AL,1,4,6.0,1.0,0,12,45.65
AL,1,4,6.0,1.0,1,6,48.416666666666664
AL,1,4,6.0,2.0,1,1,41.0
AL,1,4,7.0,1.0,0,56,53.182148962148965
AL,1,4,7.0,1.0,1,52,56.3468253968254
AL,1,4,7.0,2.0,0,68,61.36419753086419
AL,1,4,7.0,2.0,1,50,61.29
AL,1,4,8.0,1.0,0,158,52.23883992991136
AL,1,4,8.0,1.0,1,116,50.6138198757764
AL,1,4,8.0,2.0,0,21,60.385416666666664
AL,1,4,8.0,2.0,1,21,53.371794871794876
AL,1,4,10.0,1.0,0,1,26.0
AL,1,4,11.0,1.0,0,2,24.0
AL,1,4,11.0,1.0,1,1,17.0
AL,1,4,11.0,2.0,0,1,31.0
AL,2,1,1.0,1.0,0,13262,40.871559413141824
AL,2,1,1.0,1.0,1,18410,40.15698514868427
AL,2,1,1.0,2.0,0,2190,46.39944481259809
AL,2,1,1.0,2.0,1,3888,45.44822379560137
AL,2,1,2.0,1.0,0,3600,42.15143597610693
AL,2,1,2.0,1.0,1,8226,40.540756440144854
AL,2,1,2.0,2.0,0,1390,47.39605232760049
AL,2,1,2.0,2.0,1,2974,45.31890322170914
AL,2,1,3.0,1.0,0,431,39.444619782523006
AL,2,1,3.0,1.0,1,626,39.29765491755181
AL,2,1,3.0,2.0,0,62,45.553210678210675
AL,2,1,3.0,2.0,1,131,43.24022975768322
AL,2,1,4.0,1.0,0,316,39.94041362504598
AL,2,1,4.0,1.0,1,435,38.86130519010954
AL,2,1,4.0,2.0,0,66,41.598932676518885
AL,2,1,4.0,2.0,1,128,43.634771825396825
AL,2,1,5.0,1.0,0,476,39.652852316341516
AL,2,1,5.0,1.0,1,551,40.165957831753005
AL,2,1,5.0,2.0,0,56,44.99299516908213
AL,2,1,5.0,2.0,1,91,45.22657450076805
AL,2,1,6.0,1.0,0,16,38.40277777777778
AL,2,1,6.0,1.0,1,24,38.35714285714286
AL,2,1,6.0,2.0,0,5,40.375
AL,2,1,6.0,2.0,1,5,45.6
AL,2,1,7.0,1.0,0,654,40.46543289226741
AL,2,1,7.0,1.0,1,2049,39.35304383896723
AL,2,1,7.0,2.0,0,183,48.30585744664692
AL,2,1,7.0,2.0,1,570,43.86348827404521
AL,2,1,8.0,1.0,0,38,38.71022727272727
AL,2,1,8.0,1.0,1,62,38.680245535714285
AL,2,1,8.0,2.0,0,1,52.0
AL,2,1,8.0,2.0,1,7,43.416666666666664
AL,2,1,9.0,1.0,1,2,38.5
AL,2,1,10.0,1.0,0,4,32.666666666666664
AL,2,1,10.0,1.0,1,7,31.0
AL,2,1,10.0,2.0,1,1,48.0
AL,2,1,11.0,1.0,0,26,23.25714285714286
AL,2,1,11.0,1.0,1,26,21.78333333333333
AL,2,2,1.0,1.0,0,2689,41.05920803370093
AL,2,2,1.0,1.0,1,1758,41.079658165353145
AL,2,2,1.0,2.0,0,253,47.322544772527344
AL,2,2,1.0,2.0,1,216,47.28360985419809
AL,2,2,2.0,1.0,0,95,42.20991636798088
AL,2,2,2.0,1.0,1,137,40.21190948601663
AL,2,2,2.0,2.0,0,28,49.86764705882353
AL,2,2,2.0,2.0,1,45,43.77083333333333
AL,2,2,3.0,1.0,0,150,41.634535066981876
AL,2,2,3.0,1.0,1,114,40.545446570972885
AL,2,2,3.0,2.0,0,19,45.00769230769231
AL,2,2,3.0,2.0,1,13,45.648148148148145
AL,2,2,4.0,1.0,0,408,39.395161959773304
AL,2,2,4.0,1.0,1,314,38.81271702896034
AL,2,2,4.0,2.0,0,59,45.23899108138239
AL,2,2,4.0,2.0,1,72,43.704166666666666
AL,2,2,5.0,1.0,0,63,43.33653846153846
AL,2,2,5.0,1.0,1,45,40.71391941391941
AL,2,2,5.0,2.0,0,5,40.77777777777778
AL,2,2,5.0,2.0,1,5,50.125
AL,2,2,6.0,1.0,0,17,38.31944444444444
AL,2,2,6.0,1.0,1,10,38.5
AL,2,2,6.0,2.0,0,1,41.0
AL,2,2,6.0,2.0,1,1,44.0
AL,2,2,7.0,1.0,0,36,43.294871794871796
AL,2,2,7.0,1.0,1,65,41.48066378066378
AL,2,2,7.0,2.0,0,12,48.57142857142857
AL,2,2,7.0,2.0,1,37,43.57625
AL,2,2,8.0,1.0,0,47,42.313793103448276
AL,2,2,8.0,1.0,1,89,40.12407407407407
AL,2,2,8.0,2.0,0,8,45.0
AL,2,2,8.0,2.0,1,7,45.714285714285715
AL,2,2,9.0,1.0,1,1,59.0
AL,2,2,10.0,1.0,0,3,25.0
AL,2,2,10.0,1.0,1,4,23.166666666666668
AL,2,2,11.0,1.0,0,21,22.270833333333332
AL,2,2,11.0,1.0,1,26,20.443529411764708
AL,2,3,1.0,1.0,0,1284,44.660454226774796
AL,2,3,1.0,1.0,1,1114,41.845223608246265
AL,2,3,1.0,2.0,0,146,49.688247157071785
AL,2,3,1.0,2.0,1,150,45.78685239491691
AL,2,3,2.0,1.0,0,118,43.97916589988959
AL,2,3,2.0,1.0,1,192,45.379881149197345
AL,2,3,2.0,2.0,0,80,50.11904761904762
AL,2,3,2.0,2.0,1,84,48.50032840722496
AL,2,3,3.0,1.0,0,243,40.61078531543501
AL,2,3,3.0,1.0,1,222,39.56264586290902
AL,2,3,3.0,2.0,0,17,48.77272727272727
AL,2,3,3.0,2.0,1,25,44.53125
AL,2,3,4.0,1.0,0,1219,40.11641830398478
AL,2,3,4.0,1.0,1,929,39.5637459968643
AL,2,3,4.0,2.0,0,127,46.435374149659864
AL,2,3,4.0,2.0,1,127,44.92204938271605
AL,2,3,5.0,1.0,0,33,45.574509803921565
AL,2,3,5.0,1.0,1,31,42.40740740740741
AL,2,3,5.0,2.0,0,5,44.0
AL,2,3,5.0,2.0,1,5,49.0
AL,2,3,6.0,1.0,0,98,40.81654088050314
AL,2,3,6.0,1.0,1,36,38.723544973544975
AL,2,3,6.0,2.0,0,14,49.285714285714285
AL,2,3,6.0,2.0,1,6,41.916666666666664
AL,2,3,7.0,1.0,0,54,45.18067426400759
AL,2,3,7.0,1.0,1,164,42.021672771672776
AL,2,3,7.0,2.0,0,37,53.28754578754578
AL,2,3,7.0,2.0,1,67,48.07143817204301
AL,2,3,8.0,1.0,0,230,42.566448385922065
AL,2,3,8.0,1.0,1,345,42.20687650691168
AL,2,3,8.0,2.0,0,19,51.1764705882353
AL,2,3,8.0,2.0,1,25,46.40740740740741
AL,2,3,9.0,1.0,0,9,39.875
AL,2,3,9.0,1.0,1,2,47.5
AL,2,3,10.0,1.0,0,4,28.166666666666668
AL,2,3,10.0,1.0,1,6,26.625
AL,2,3,11.0,1.0,0,17,22.51923076923077
AL,2,3,11.0,1.0,1,20,20.299999999999997
AL,2,4,1.0,1.0,0,85,45.44266666666667
AL,2,4,1.0,1.0,1,78,46.57386521860206
AL,2,4,1.0,2.0,0,19,56.17857142857143
AL,2,4,1.0,2.0,1,15,54.714285714285715
AL,2,4,2.0,1.0,0,10,53.976190476190474
AL,2,4,2.0,1.0,1,8,45.46666666666667
AL,2,4,2.0,2.0,0,17,53.75
AL,2,4,2.0,2.0,1,11,55.020833333333336
AL,2,4,3.0,1.0,0,72,41.56166666666667
AL,2,4,3.0,1.0,1,54,42.30171428571429
AL,2,4,3.0,2.0,0,10,50.0
AL,2,4,3.0,2.0,1,7,52.75
AL,2,4,4.0,1.0,0,221,39.4021470852492
AL,2,4,4.0,1.0,1,139,40.15436276990553
AL,2,4,4.0,2.0,0,24,47.15555555555556
AL,2,4,4.0,2.0,1,19,50.608333333333334
AL,2,4,5.0,1.0,0,1,54.0
AL,2,4,5.0,1.0,1,4,48.0
AL,2,4,5.0,2.0,1,1,52.0
AL,2,4,6.0,1.0,0,11,41.84722222222222
AL,2,4,6.0,1.0,1,6,47.0
AL,2,4,6.0,2.0,0,2,46.5
AL,2,4,6.0,2.0,1,2,56.0
AL,2,4,7.0,1.0,0,16,60.15
AL,2,4,7.0,1.0,1,27,56.32330827067669
AL,2,4,7.0,2.0,0,17,62.761904761904766
AL,2,4,7.0,2.0,1,19,57.361111111111114
AL,2,4,8.0,1.0,0,88,46.414957264957266
AL,2,4,8.0,1.0,1,86,45.050429000429
AL,2,4,8.0,2.0,0,8,47.714285714285715
AL,2,4,8.0,2.0,1,7,56.666666666666664
AL,2,4,9.0,1.0,0,2,54.5
AL,2,4,9.0,1.0,1,1,45.0
AL,2,4,9.0,2.0,0,1,33.0
AL,2,4,10.0,1.0,1,1,23.0
AL,2,4,11.0,1.0,0,3,22.5
AL,2,4,11.0,1.0,1,1,21.0
AL,3,1,1.0,1.0,0,10595,35.450895596996425
AL,3,1,1.0,1.0,1,14859,34.559090336722264
AL,3,1,1.0,2.0,0,1366,42.21836526453091
AL,3,1,1.0,2.0,1,2351,41.21817350034139
AL,3,1,2.0,1.0,0,2851,35.63081639860024
AL,3,1,2.0,1.0,1,6849,34.502351456632454
AL,3,1,2.0,2.0,0,910,44.63635385620036
AL,3,1,2.0,2.0,1,1764,41.37357978739024
AL,3,1,3.0,1.0,0,306,34.289163670275805
AL,3,1,3.0,1.0,1,497,34.30750095358435
AL,3,1,3.0,2.0,0,29,40.16666666666667
AL,3,1,3.0,2.0,1,59,39.47210884353741
AL,3,1,4.0,1.0,0,248,33.79964540361599
AL,3,1,4.0,1.0,1,384,33.118051976044505
AL,3,1,4.0,2.0,0,36,40.02536231884058
AL,3,1,4.0,2.0,1,65,38.83389894419306
AL,3,1,5.0,1.0,0,303,35.59915630386359
AL,3,1,5.0,1.0,1,342,35.30066175351321
AL,3,1,5.0,2.0,0,29,42.095555555555556
AL,3,1,5.0,2.0,1,44,40.992
AL,3,1,6.0,1.0,0,9,34.760000000000005
AL,3,1,6.0,1.0,1,15,30.692307692307693
AL,3,1,6.0,2.0,0,1,38.0
AL,3,1,6.0,2.0,1,5,50.2
AL,3,1,7.0,1.0,0,453,34.32249696618488
AL,3,1,7.0,1.0,1,1526,31.88724246732722
AL,3,1,7.0,2.0,0,104,42.75995872033024
AL,3,1,7.0,2.0,1,291,41.80161736411736
AL,3,1,8.0,1.0,0,23,37.125
AL,3,1,8.0,1.0,1,54,36.44567901234568
AL,3,1,8.0,2.0,0,4,41.5
AL,3,1,8.0,2.0,1,3,35.333333333333336
AL,3,1,10.0,1.0,0,3,27.25
AL,3,1,10.0,1.0,1,2,28.5
AL,3,1,11.0,1.0,0,7,21.5
AL,3,1,11.0,1.0,1,5,21.375
AL,3,2,1.0,1.0,0,1601,38.89120058200882
AL,3,2,1.0,1.0,1,1234,35.75105798397205
AL,3,2,1.0,2.0,0,120,44.12182539682539
AL,3,2,1.0,2.0,1,111,43.64149305555556
AL,3,2,2.0,1.0,0,47,38.91005291005291
AL,3,2,2.0,1.0,1,64,35.115476190476194
AL,3,2,2.0,2.0,0,9,41.86111111111111
AL,3,2,2.0,2.0,1,27,40.861111111111114
AL,3,2,3.0,1.0,0,86,33.916666666666664
AL,3,2,3.0,1.0,1,80,34.23397212543554
AL,3,2,3.0,2.0,0,5,47.4
AL,3,2,3.0,2.0,1,9,44.111111111111114
AL,3,2,4.0,1.0,0,227,34.4429417989418
AL,3,2,4.0,1.0,1,175,34.52999533146592
AL,3,2,4.0,2.0,0,23,41.32142857142857
AL,3,2,4.0,2.0,1,31,40.130434782608695
AL,3,2,5.0,1.0,0,35,36.447916666666664
AL,3,2,5.0,1.0,1,27,37.515151515151516
AL,3,2,5.0,2.0,0,1,49.0
AL,3,2,5.0,2.0,1,3,48.0
AL,3,2,6.0,1.0,0,17,32.36805555555556
AL,3,2,6.0,1.0,1,6,38.8
AL,3,2,6.0,2.0,0,3,37.0
AL,3,2,6.0,2.0,1,2,41.5
AL,3,2,7.0,1.0,0,5,36.125
AL,3,2,7.0,1.0,1,23,41.67948717948718
AL,3,2,7.0,2.0,0,2,57.0
AL,3,2,7.0,2.0,1,9,41.916666666666664
AL,3,2,8.0,1.0,0,34,37.80952380952381
AL,3,2,8.0,1.0,1,35,38.60144927536232
AL,3,2,8.0,2.0,0,1,55.0
AL,3,2,8.0,2.0,1,2,35.0
AL,3,2,9.0,1.0,0,1,41.0
AL,3,2,9.0,1.0,1,2,30.0
AL,3,2,10.0,1.0,0,2,33.0
AL,3,2,10.0,1.0,1,1,27.0
AL,3,2,11.0,1.0,0,1,22.0
AL,3,2,11.0,1.0,1,3,20.0
AL,3,3,1.0,1.0,0,940,40.086531673991814
AL,3,3,1.0,1.0,1,709,38.60262781959307
AL,3,3,1.0,2.0,0,88,48.025563325563326
AL,3,3,1.0,2.0,1,84,45.38700854700855
AL,3,3,2.0,1.0,0,62,41.023999999999994
AL,3,3,2.0,1.0,1,115,38.97740217299041
AL,3,3,2.0,2.0,0,24,48.16888888888889
AL,3,3,2.0,2.0,1,30,47.86666666666667
AL,3,3,3.0,1.0,0,173,36.99707245879121
AL,3,3,3.0,1.0,1,204,36.72931901431901
AL,3,3,3.0,2.0,0,23,41.02777777777778
AL,3,3,3.0,2.0,1,10,47.0
AL,3,3,4.0,1.0,0,914,36.31898423014353
AL,3,3,4.0,1.0,1,691,35.77374407164995
AL,3,3,4.0,2.0,0,51,41.12442002442002
AL,3,3,4.0,2.0,1,44,40.910256410256416
AL,3,3,5.0,1.0,0,18,33.875
AL,3,3,5.0,1.0,1,11,37.05555555555556
AL,3,3,5.0,2.0,0,4,41.5
AL,3,3,6.0,1.0,0,43,35.16262975778547
AL,3,3,6.0,1.0,1,22,38.68333333333333
AL,3,3,6.0,2.0,0,5,49.8
AL,3,3,7.0,1.0,0,29,40.02597402597402
AL,3,3,7.0,1.0,1,78,37.993808777429464
AL,3,3,7.0,2.0,0,16,52.65
AL,3,3,7.0,2.0,1,24,46.958333333333336
AL,3,3,8.0,1.0,0,219,41.4358894969278
AL,3,3,8.0,1.0,1,256,39.551829089844894
AL,3,3,8.0,2.0,0,13,43.54545454545455
AL,3,3,8.0,2.0,1,21,44.5
AL,3,3,9.0,1.0,0,1,43.0
AL,3,3,9.0,1.0,1,1,30.0
AL,3,3,10.0,1.0,0,2,39.0
AL,3,3,10.0,1.0,1,6,38.1
AL,3,3,11.0,1.0,0,7,24.5625
AL,3,3,11.0,1.0,1,5,20.166666666666664
AL,3,4,1.0,1.0,0,172,46.017727504164746
AL,3,4,1.0,1.0,1,85,43.576700680272104
AL,3,4,1.0,2.0,0,12,55.40625
AL,3,4,1.0,2.0,1,12,55.1
AL,3,4,2.0,1.0,0,21,52.25
AL,3,4,2.0,1.0,1,14,50.645833333333336
AL,3,4,2.0,2.0,0,21,63.31666666666666
AL,3,4,2.0,2.0,1,2,56.0
AL,3,4,3.0,1.0,0,128,37.24739420785932
AL,3,4,3.0,1.0,1,65,39.06236559139785
AL,3,4,3.0,2.0,0,9,47.625
AL,3,4,3.0,2.0,1,7,44.9
AL,3,4,4.0,1.0,0,353,38.948916052315596
AL,3,4,4.0,1.0,1,179,37.013888888888886
AL,3,4,4.0,2.0,0,25,45.38333333333333
AL,3,4,4.0,2.0,1,9,41.3
AL,3,4,5.0,1.0,0,8,42.166666666666664
AL,3,4,5.0,1.0,1,1,35.0
AL,3,4,6.0,1.0,0,19,41.93055555555555
AL,3,4,6.0,1.0,1,5,43.625
AL,3,4,6.0,2.0,0,1,68.0
AL,3,4,7.0,1.0,0,19,62.14718614718614
AL,3,4,7.0,1.0,1,6,66.33333333333334
AL,3,4,7.0,2.0,0,20,71.72
AL,3,4,7.0,2.0,1,8,58.6
AL,3,4,8.0,1.0,0,234,45.646360796469736
AL,3,4,8.0,1.0,1,157,43.580490714804434
AL,3,4,8.0,2.0,0,17,59.03333333333333
